At5g12470	1.0344698,1.0651351,0.83113104,0.8088578,0.9215297,1.4105641,1.1958071,0.9869092,0.8492839,0.7981082,1.0075953,1.2804395,1
At4g17530	1.1090838,0.84335697,0.674672,0.79672486,1.0503354,1.0921055,1,0.84646994,0.58629996,0.87021273,1.0078744,1.0502834,1.073168
At4g14240	1.0913649,0.97268784,0.91689897,0.83510673,1.1990414,1.2164958,1.0163145,0.785491,0.8605936,0.85094833,1,1.0849079,1
At5g19850	1.0760837,0.8743964,0.7289373,0.84372205,1.1944355,1.3957459,1.0295018,0.6919311,0.8246424,1,1.2075315,1.2986604,1
At5g15450	1.1475779,0.69654214,0.5709782,0.66992545,1,1.4828331,1.1225531,0.6755994,0.5388996,0.89596534,1.2716447,1.55176,1.2110555
At5g62220	1.1855448,0.8052911,0.7150316,0.95716834,1.1197696,1.167928,1.0915978,0.7199577,0.77364457,0.9604831,1.0920289,1,1.1657759
At5g58870	1.2886105,1,0.5448372,0.6203058,1.0974344,1.3390352,1.2852229,0.9809889,0.62608534,0.8894399,1.0714315,1.4197042,0.97479
At5g52570	1.467245,0.9398184,0.19865595,0.28571203,1,2.106683,1.7400409,0.99274707,0.27084523,0.6609201,1.2451352,2.0875864,1.6797976
At5g50100	1.2219551,0.96743214,0.65022385,0.7077288,1.0102355,1.2924036,1.1410108,0.86215425,0.49815923,0.65288424,1.077185,1.1975869,1
At5g48930	1.0420724,0.9993687,0.721213,0.90966165,1.0073191,1.0313102,1.0072242,0.8597294,0.7840856,0.9391151,1,1.0038955,1.073468
At5g40390	1.5196564,1.0126823,0.77772015,1,1.1678823,1.2211481,1.0729129,0.85623413,0.7240648,0.9639365,1.0467751,0.95935047,0.9997484
At5g23730	1.811901,0.654679,0.34212813,0.49119732,1.0406872,2.017624,1.2897395,0.79649353,0.46504244,0.59511596,1,1.4892979,1.0684801
At5g23060	1.0418087,0.9446388,0.6441889,0.7571525,1.0065248,1.0240378,1.0834198,0.899969,0.6939774,0.82475364,1,1.0574644,1.0017709
At5g13770	1.2604239,0.98655117,0.60358095,0.6821306,1,1.4312627,1.4302562,1,0.63291043,0.71939325,1.1282434,1.2974687,0.99162596
At5g03650	1.0311508,0.96363366,0.91754735,0.63641286,0.92903674,1.3154867,1.1030747,1,0.97160244,0.78388697,1.0615703,1.2745061,1.1268361
At5g03555	1.793853,0.8234866,0.37865314,0.63804,1.2312744,2.2194886,1.4307489,0.69329464,0.42287144,0.8903165,1.5120487,1.6570688,1
At5g02120	1.0052501,0.8744696,0.5835633,0.656552,1,1.0862517,1.1568553,0.96263057,0.62325585,0.7081056,1.0844872,1.159979,1.0215484
