Probe	Loci/Model	Genome	Condition	Phase	Correlation	Expression Data
249798_at	ct03-spike	A. thaliana	longday	3	0.937087	109.38,219.711,54.2138,54.2138,54.2138,54.2138,109.38,219.711,54.2138,54.2138,54.2138,54.2138
249411_at	AT5G40390	A. thaliana	longday	5	0.811116	433.444,733.153,530.98,520.157,510.886,403.917,467.853,673.781,526.385,524.811,516.45,283.455
249411_at	ct05-spike	A. thaliana	longday	5	0.811116	456.137,700.498,537.591,456.137,456.137,456.137,456.137,700.498,537.591,456.137,456.137,456.137
248639_at	AT5G48930	A. thaliana	longday	2	0.822132	1446.89,1610.0,1131.75,1035.51,1456.19,1269.75,1563.14,1471.21,1064.74,1095.88,1233.6,1168.48
248639_at	ct02-spike	A. thaliana	longday	2	0.822132	1522.81,1522.81,1181.99,1181.99,1181.99,1181.99,1522.81,1522.81,1181.99,1181.99,1181.99,1181.99
248537_at	AT5G50100	A. thaliana	longday	5	0.861723	28.0846,66.8175,25.4015,24.2607,27.865,20.3662,38.5639,58.6305,47.8267,26.1614,36.0865,15.1062
248537_at	ct05-spike	A. thaliana	longday	5	0.861723	26.7434,62.0871,38.5246,26.7434,26.7434,26.7434,26.7434,62.0871,38.5246,26.7434,26.7434,26.7434
248311_at	AT5G52570	A. thaliana	longday	3	0.991232	114.969,435.539,40.9784,26.9734,36.2841,20.9465,145.363,374.195,45.2618,20.9581,28.5007,22.4901
248311_at	ct03-spike	A. thaliana	longday	3	0.991232	150.612,398.052,26.8915,26.8915,26.8915,26.8915,150.612,398.052,26.8915,26.8915,26.8915,26.8915
247766_at	AT5G58870	A. thaliana	longday	3	0.933827	381.085,747.314,348.997,178.93,277.195,214.787,394.876,703.972,398.86,195.485,330.406,226.872
247766_at	ct03-spike	A. thaliana	longday	3	0.933827	416.503,716.135,266.687,266.687,266.687,266.687,416.503,716.135,266.687,266.687,266.687,266.687
247470_at	AT5G62220	A. thaliana	longday	2	0.914717	223.832,245.535,148.435,111.462,160.288,138.185,223.371,223.875,153.54,112.741,152.513,91.6505
247470_at	ct02-spike	A. thaliana	longday	2	0.914717	229.153,229.153,133.602,133.602,133.602,133.602,229.153,229.153,133.602,133.602,133.602,133.602
