At2g26510	0.8518065,1.0201132,1.122853,1.1053029,1.1181381,0.91528934,0.8734117,0.98323035,1.1101315,1.1028645,1,0.9328774,0.740456
At2g23340	1.03542,0.6327655,0.89748234,0.8001272,1.4478065,1.3758518,0.90402794,0.48225078,0.89098394,1.070068,1.3704191,1,1.0242676
At2g40900	1.2735167,1.370979,1.1452012,0.7139762,0.72430336,0.96487325,1.3028839,1.5930033,1.2407434,1,0.68728775,0.9566783,0.8290744
At2g40840	0.7570492,1.124032,1.614476,1.0174204,0.7454456,0.62946105,0.8021155,1.3820305,1.4560964,1,0.77524436,0.70492303,1.2351716
At2g41620	0.86925745,0.92624354,1.0921661,1.0701376,0.99999994,0.9973718,0.9172578,1.1027312,1.2132652,1.0876172,1.0464388,0.931668,0.9214775
At2g41560	0.76135296,1.3627514,2.0536807,1.6588438,1,0.76828915,0.99130356,1.9610528,1.5833684,1.4529673,0.915557,0.57105416,0.72899735
At2g47450	1.1670073,1,0.96217465,0.5295346,1,1.0726284,1.4857446,1.0277251,0.74158025,0.6665057,0.92932236,1.0493159,1.0481786
At2g45440	0.9791554,0.75950766,1,1.3511292,1.2880183,1,0.8029227,0.6594508,1.0910847,1.2087289,1.3175522,1.0117136,0.84125924
At2g47590	0.71139246,0.7372197,0.99999994,0.974591,1.0548813,1.0243485,0.8073746,0.746454,1.0049782,1.0452446,1.2072647,1.2503028,0.7141575
At2g47490	1.3609164,0.8973121,0.4319951,0.49873775,1.0545688,1.295658,1.274384,0.84698087,0.5068745,0.66431755,1,1.4343942,1.1236773
At5g12470	1.0344698,1.0651351,0.83113104,0.8088578,0.9215297,1.4105641,1.1958071,0.9869092,0.8492839,0.7981082,1.0075953,1.2804395,1
At2g33150	0.9944168,0.99999994,1.0198182,1.1258738,0.96779794,0.8406841,0.93719625,1.137356,1.1468186,1.0644386,0.9012071,0.86874264,1.0584627
At2g47440	1.0069419,1.551495,0.99999994,0.8546193,0.9009149,0.97844976,1.4034708,1.5466256,1.0853484,0.81892836,0.95991665,0.92374736,1.0750551
At1g67660	0.5201276,1.0770445,1.5223715,1.071834,1,0.76790845,0.7609528,1.3414761,1.668019,1.1720828,0.9760377,0.8815472,0.8614781
At1g67740	1.0205582,1.2110401,0.8993634,0.71901786,0.81119823,1,1.2610548,1.2749876,0.9252055,0.7340573,0.9173821,1.2180352,1.0418813
At1g44446	1,1.1378785,0.41261858,0.3640246,0.60632163,1.2004989,1.3043566,1.2183347,0.45438588,0.35970703,0.582683,1.0403116,1.0288105
At4g17245	1.7873759,1.7250154,1.124922,0.69661224,0.85490423,1,1.832126,1.7474577,0.96660066,0.5695151,0.78698266,0.8370975,1.1982043
